stream_id,streamer_name,platform,game_name,category,viewer_count,follower_count,language,start_time,capture_time,stream_title,platform_id,game_id
0fSEhcdrPwA,Mashooque.k gemer,YouTube,Live streaming Perfect Slices Live Now 🍎🔪 Gameplay #153#live #shortslive,,23,7270,,2025-11-23T12:43:22Z,2025-11-23T13:48:10.724972+00:00,Live streaming Perfect Slices Live Now 🍎🔪 Gameplay #153#live #shortslive,UCBr9gRVlYGqW3khogtK2w1w,
FTXMkdThkxo,Hridoy Live ,YouTube,Free Fire Diamond Event 💎💎💎💎 Live (Official Gameplay),,34,95700,,2025-11-23T12:33:32Z,2025-11-23T13:48:10.724972+00:00,Free Fire Diamond Event 💎💎💎💎 Live (Official Gameplay),UCpZzvPqhEn3K2r5A1pJUe0Q,
6R2OCF_LwdI,Ammy Candy Crush ,YouTube,nut sort color puzzle live gameplay level 1913 to 1930,,13,5820,,2025-11-23T13:02:42Z,2025-11-23T13:48:10.724972+00:00,nut sort color puzzle live gameplay level 1913 to 1930,UCiY2NdYmAEtjkV5pqGyymeQ,
v84sYPCTTPI,Clutch King S3H,YouTube,Guild Wars Time !💀🔥#freefire #livegameplay #live,,31,4290,,2025-11-23T12:05:57Z,2025-11-23T13:48:10.724972+00:00,Guild Wars Time !💀🔥#freefire #livegameplay #live,UCJ0t5aqYZ-gb5yI8-GTROlQ,
g6aKTriX_RM,Kajal is Live,YouTube,🔥 LIVE Gameplay of RED GRANNY 1 Horror Escape! 👵☠,,27,5500,,2025-11-23T13:21:09Z,2025-11-23T13:48:10.724972+00:00,🔥 LIVE Gameplay of RED GRANNY 1 Horror Escape! 👵☠,UCLWKS1qI24UOA8sbhuu7xqA,
MVR4IAjjUis,Sorry for Brainrot,YouTube,Merge Fellas Italian Brainrot Live Gameplay #10 #mergefellas #brainrot #gameplay #roblox,,40,1250,,2025-11-23T12:50:14Z,2025-11-23T13:48:10.724972+00:00,Merge Fellas Italian Brainrot Live Gameplay #10 #mergefellas #brainrot #gameplay #roblox,UC_QDrq5oWJwiFmcGeqRO_Ew,
bPwTCDiKxvA,The Rohan Gaming,YouTube,The Rohan Is Live Keyboard Mouse Gameplay 😈,,15,754,,2025-11-23T11:14:37Z,2025-11-23T13:48:10.724972+00:00,The Rohan Is Live Keyboard Mouse Gameplay 😈,UCDx65wj1JE9kh9p0lcdBALg,
tM3PT5yHv6E,WXYAMAN,YouTube,choochoocharles Live Horror Gameplay #1 – #granny​ #shortsfeed​ #shorts​ #shortslive​ #horrorgame​,,16,234,,2025-11-23T11:41:36Z,2025-11-23T13:48:10.724972+00:00,choochoocharles Live Horror Gameplay #1 – #granny​ #shortsfeed​ #shorts​ #shortslive​ #horrorgame​,UC4J2lYC6t8XxVBKzhr0AP7Q,
TlZY4nrHW4c,Devil Gaming-YT,YouTube,BGMI  FUN GAMEPLAY LIVE 🔴,,15,211000,,2025-11-23T12:21:21Z,2025-11-23T13:48:10.724972+00:00,BGMI  FUN GAMEPLAY LIVE 🔴,UC8jj3Xyh-rVeWTGrsGTJrLg,
AISZr3L3Z0Q,Major Gaming ,YouTube,PUBG LIVE -  M24 Room Chellenge Full Rush Gameplay  LIVE STREAM,,14,12300,,2025-11-23T12:30:06Z,2025-11-23T13:48:10.724972+00:00,PUBG LIVE -  M24 Room Chellenge Full Rush Gameplay  LIVE STREAM,UCk-ivfIQzm9U-dseRcDKmIQ,
SBWa7_MAiAw,Ixenlive ,YouTube,𝕃𝕀𝕍𝔼 🔴 | 𝕃𝕌𝔻𝕆 𝕂𝕀ℕ𝔾 ℝ𝕆𝔸𝔻 𝕋𝕆 𝟙𝟝𝕂 😎 | 𝕋𝔼𝕃𝕌𝔾𝕌 𝔾𝕒𝕞𝕖𝕡𝕝𝕒𝕪 | #𝕃𝕦𝕕𝕠𝕂𝕚𝕟𝕘 #𝕊𝕙𝕠𝕣𝕥𝕤𝕃𝕚𝕧𝕖,,10,13100,,2025-11-23T12:29:54Z,2025-11-23T13:48:10.724972+00:00,𝕃𝕀𝕍𝔼 🔴 | 𝕃𝕌𝔻𝕆 𝕂𝕀ℕ𝔾 ℝ𝕆𝔸𝔻 𝕋𝕆 𝟙𝟝𝕂 😎 | 𝕋𝔼𝕃𝕌𝔾𝕌 𝔾𝕒𝕞𝕖𝕡𝕝𝕒𝕪 | #𝕃𝕦𝕕𝕠𝕂𝕚𝕟𝕘 #𝕊𝕙𝕠𝕣𝕥𝕤𝕃𝕚𝕧𝕖,UCF8eaz3HZJocIlLoITF62Tg,
bsqWAuQqSBA,Franz TJ,YouTube,Unexcepected Synergies🔴Pokemon UNITE GAMEPLAY LIVE | Custom Games | Playing with VIEWERS,,14,7070,,2025-11-23T12:04:21Z,2025-11-23T13:48:10.724972+00:00,Unexcepected Synergies🔴Pokemon UNITE GAMEPLAY LIVE | Custom Games | Playing with VIEWERS,UC72tUiyl7pITkgP0JaWJEyg,
kc9c-zCPCHo,RacerShift 3D,YouTube,Live gameplay || Indian Thief Auto Simulator  | Funny Indian Gameplay #indiangame,,14,81,,2025-11-23T13:13:27Z,2025-11-23T13:48:10.724972+00:00,Live gameplay || Indian Thief Auto Simulator  | Funny Indian Gameplay #indiangame,UCo8ljR3GJ8aD_yAGvCHhYQQ,
Whso743MTGI,Arjun Gaming,YouTube,GTA 5 Crazy Gameplay LIVE👌👈🫣 | RP Giveaway Everyday | Playstation 5 #bgmi #pubgmobile #lolzzzgaming,,13,11400,,2025-11-23T07:36:22Z,2025-11-23T13:48:10.724972+00:00,GTA 5 Crazy Gameplay LIVE👌👈🫣 | RP Giveaway Everyday | Playstation 5 #bgmi #pubgmobile #lolzzzgaming,UC5y2PgVgPXsiBDDSZdOz9yw,
uJ_nO-2GeAk,Gamingliza ,YouTube,"🔥 FFGIRL LIVE gamingliza Official I Trending Gameplay, Pro Skills &amp; Fun Vibes",,9,12700,,2025-11-23T12:16:58Z,2025-11-23T13:48:10.724972+00:00,"🔥 FFGIRL LIVE gamingliza Official I Trending Gameplay, Pro Skills &amp; Fun Vibes",UC9rlIgD5eaAtRSVtVH2SFEw,
eP17k0CHddY,DIVYA GAMING ,YouTube,Daily 🔴 LIVE #2 Subway Surfers gameplay  #shortsfeed #yt,,5,698,,2025-11-23T13:11:57Z,2025-11-23T13:48:10.724972+00:00,Daily 🔴 LIVE #2 Subway Surfers gameplay  #shortsfeed #yt,UCOweIPdlpDJQN0ZqXyDAstA,
uHhH_VxBpMQ,MR MIKE YT,YouTube,🎯 BGMI LIVE 🔴 | Tactical Solo vs Squad 👑 | High IQ Gameplay!  #shorts #youtubeshorts,,6,11200,,2025-11-23T12:57:22Z,2025-11-23T13:48:10.724972+00:00,🎯 BGMI LIVE 🔴 | Tactical Solo vs Squad 👑 | High IQ Gameplay!  #shorts #youtubeshorts,UC8Qd2oQmKKiztcssqub853w,
Q8bENMp-H_g,Color Aviation,YouTube,Casual Gameplay! Life of World of Airports 3.3.1 WoA Update Live Stream 20251123 Color Aviation,,10,11800,,2025-11-23T12:37:13Z,2025-11-23T13:48:10.724972+00:00,Casual Gameplay! Life of World of Airports 3.3.1 WoA Update Live Stream 20251123 Color Aviation,UCr3gSuQ3mQfPsDBp8EwVjKg,
HgXE3cUrwMk,SiaIsLive,YouTube,🔴ONLY CHICKEN DINNER|RUSH GAMEPLAY | SIA IS LIVE BGMi |#bgmi #girlgamer #livestreamer,,10,356,,2025-11-23T09:04:05Z,2025-11-23T13:48:10.724972+00:00,🔴ONLY CHICKEN DINNER|RUSH GAMEPLAY | SIA IS LIVE BGMi |#bgmi #girlgamer #livestreamer,UC3FRJWrwvNVeF7oJPcM0CIA,
89mh1VSeMmc,ISHITA IS LIVE ,YouTube,AGGRESSIVE RUSH GAMEPLAY 😍TEAMCOD |1V1 STREAM - ISHITA IS LIVE - BGMI LIVE | #pubgmobile #bgmi #pubg,,7,22400,,2025-11-23T09:36:25Z,2025-11-23T13:48:10.724972+00:00,AGGRESSIVE RUSH GAMEPLAY 😍TEAMCOD |1V1 STREAM - ISHITA IS LIVE - BGMI LIVE | #pubgmobile #bgmi #pubg,UCchqescZjLu_c90bZRh41Ww,
mxJB9IphlPY,zayn shafiullah 8bp YT,YouTube,LIVE 🔴 8 Ball Pool Hack Coins | Akroot Trick Revealed | Banakar Gameplay,,7,1480,,2025-11-23T12:00:10Z,2025-11-23T13:48:10.724972+00:00,LIVE 🔴 8 Ball Pool Hack Coins | Akroot Trick Revealed | Banakar Gameplay,UC2bRXNIF1akaVYn1_mwk2-w,
kSJIn-Cinyw,Mr Abdullah ,YouTube,perfect slices #01 live Gameplay 🍉🔪 #live #shorts #gaminglive #funny,,1,6750,,2025-11-23T13:19:52Z,2025-11-23T13:48:10.724972+00:00,perfect slices #01 live Gameplay 🍉🔪 #live #shorts #gaminglive #funny,UCp8ZgfkRgAx-VuEcI-HK9cA,
uH2cS_H6uJc,Aditi Gaming Live,YouTube,Aditi Gaming Live 🎯| Rnk Push + Full Intense Gameplay | Free fire Live #shorts #shrotsfeed,,10,59300,,2025-11-23T12:36:41Z,2025-11-23T13:48:10.724972+00:00,Aditi Gaming Live 🎯| Rnk Push + Full Intense Gameplay | Free fire Live #shorts #shrotsfeed,UCMpzxF4eSvFIe_uyDpwNeRA,
tajYA_r7IFA,Mr. Diljeet Gaming,YouTube,LIVE: Battlefield 6 RedSec – Intense Gameplay + Chill Chat,,5,19,,2025-11-23T12:54:22Z,2025-11-23T13:48:10.724972+00:00,LIVE: Battlefield 6 RedSec – Intense Gameplay + Chill Chat,UCSvrsqNbn40eubEv73uUtzQ,
VM-QMhOgVyo,Gaming with SK,YouTube,🔴DAILY GTA 5 ONLINE LIVE STREAM GTA6 #gta5 #gtaonline #gameplay #gaming #viral,,7,1750,,2025-11-23T12:30:05Z,2025-11-23T13:48:10.724972+00:00,🔴DAILY GTA 5 ONLINE LIVE STREAM GTA6 #gta5 #gtaonline #gameplay #gaming #viral,UCsbDe1HDTtQshEufVLCL3GQ,
VzefQ71IR5I,Travis Benjamin,YouTube,FORTNITE ITEM SHOP GIVEAWAY / V BUCKS GIFT CARD / GAMEPLAY LIVE !! ITCHY &amp; SCRATCY / STRANGER THINGS,,6,23500,,2025-11-23T10:39:37Z,2025-11-23T13:48:10.724972+00:00,FORTNITE ITEM SHOP GIVEAWAY / V BUCKS GIFT CARD / GAMEPLAY LIVE !! ITCHY &amp; SCRATCY / STRANGER THINGS,UCxaw23BbMh-phN3x01B4fQw,
4ex_CdrfJzA,Akhil Gamer,YouTube,Chill GTA 5 Live Stream | Realistic Gameplay | Fun Vibes &amp; Chat 🎮🔥,,9,58600,,2025-11-23T12:10:06Z,2025-11-23T13:48:10.724972+00:00,Chill GTA 5 Live Stream | Realistic Gameplay | Fun Vibes &amp; Chat 🎮🔥,UCOuhaAwxNJHN-oznjUcr3aw,
Vr6_JL1_HsM,shamsh star ,YouTube,subway surfers gameplay live,,11,5630,,2025-11-23T13:10:02Z,2025-11-23T13:48:10.724972+00:00,subway surfers gameplay live,UCItBMSGmeFYELgiKHpJvpdQ,
FRKWo_Pz930,Soasticcc,YouTube,🔥 Free Fire Live | វគ្គសងសឹក Clutch Gameplay | ឡើង Rank ជាមួយ FF Short Live Stream  #freefirelive,,10,2680,,2025-11-23T12:36:03Z,2025-11-23T13:48:10.724972+00:00,🔥 Free Fire Live | វគ្គសងសឹក Clutch Gameplay | ឡើង Rank ជាមួយ FF Short Live Stream  #freefirelive,UCkZ_bHFflJXiQDDch51XRIw,
0LqGWJ-Hk1s,ULTRA YT,YouTube,FREE FIRE LIVE STREAM 💡 FREE FIRE LIVE GAMEPLAY VIDEO | FREE FIRE LIVE | GARENA FREE FIRE 👿,,5,798,,2025-11-23T13:08:21Z,2025-11-23T13:48:10.724972+00:00,FREE FIRE LIVE STREAM 💡 FREE FIRE LIVE GAMEPLAY VIDEO | FREE FIRE LIVE | GARENA FREE FIRE 👿,UCuxyVpl8HPDe3GUT6sOAbmw,
i5xwj6m-7ko,BTG Tamil YT,YouTube,Road To #100 Subs | BGMI NEW UPDATE 4.1 Live Gameplay  | தமிழ் | | TAMIL |,,5,30,,2025-11-23T13:25:21Z,2025-11-23T13:48:10.724972+00:00,Road To #100 Subs | BGMI NEW UPDATE 4.1 Live Gameplay  | தமிழ் | | TAMIL |,UCzem21G4ZfDMHi9TyxgQNdQ,
r0ZIfbKARPc,NSG Raj yt isLive,YouTube,NSG RAJ Is LIVE | RUSH GAMEPLAY ONLY | #bgmilive #nsgrajislive #shortfeed,,3,2050,,2025-11-23T12:26:41Z,2025-11-23T13:48:10.724972+00:00,NSG RAJ Is LIVE | RUSH GAMEPLAY ONLY | #bgmilive #nsgrajislive #shortfeed,UCSWYanMKyHQXRY741RRA8vg,
mSLaeqzUIOs,BlueheartEXE,YouTube,Heavy Collab In A Survival World!! | Sons of Forest Live Gameplay #2,,3,818,,2025-11-23T10:39:27Z,2025-11-23T13:48:10.724972+00:00,Heavy Collab In A Survival World!! | Sons of Forest Live Gameplay #2,UCdNE53B9JWpW3lom8Oz4v7A,
74LGvLMqh3g,R S O P,YouTube,BGMI 4.1 is HERE! 🚀 Live Gameplay + New Changes | RSOP Live Stream,,1,1330,,2025-11-23T11:41:57Z,2025-11-23T13:48:10.724972+00:00,BGMI 4.1 is HERE! 🚀 Live Gameplay + New Changes | RSOP Live Stream,UCQy0NvjeYqMJZ8I3rGNI90A,
Tr0S2V-lCsA,OTK Gamer,YouTube,Resident evil 8 Live Gameplay  &amp;  The Finals   #youtubestream #live #gaming #new #otkGamer,,3,263,,2025-11-23T11:14:01Z,2025-11-23T13:48:10.724972+00:00,Resident evil 8 Live Gameplay  &amp;  The Finals   #youtubestream #live #gaming #new #otkGamer,UClQY0uVjnBEhio6Cn6t3w2w,
OwHTpYxdtB0,Adamz Gaming,YouTube,Can I hit Immortal? // Live Gameplay #valorant #gaming #india #live,,3,204,,2025-11-23T11:22:55Z,2025-11-23T13:48:10.724972+00:00,Can I hit Immortal? // Live Gameplay #valorant #gaming #india #live,UCZwDv_O461lrmvqgs3gwDmg,
4FYsknZO4uI,V4vaani,YouTube,Sunday Chill Live Stream | Aajao Dosto… V4VAANI ke Saath Masti + Gameplay Boom Baam 🔥🎮,,4,61,,2025-11-23T11:57:55Z,2025-11-23T13:48:10.724972+00:00,Sunday Chill Live Stream | Aajao Dosto… V4VAANI ke Saath Masti + Gameplay Boom Baam 🔥🎮,UC3xRkjLIQ8TwB9kWCc2p9Wg,
K6LwrgUvQ68,Sasha Gaming,YouTube,Perfect Slices live Gameplay 😁😁🤤 ( #shorts #trending #foryou #viralshort ),,4,1390,,2025-11-23T13:02:22Z,2025-11-23T13:48:10.724972+00:00,Perfect Slices live Gameplay 😁😁🤤 ( #shorts #trending #foryou #viralshort ),UCfxF96rT1tcS3oxUT0E-6JQ,
72ndob20xoI,Majestic Camo,YouTube,Vein - Live Gameplay! (Day 1),,3,45,,2025-11-23T11:50:02Z,2025-11-23T13:48:10.724972+00:00,Vein - Live Gameplay! (Day 1),UCsCt-E2uYiYFrcJXkWIMyPg,
WX39Sp4IO84,Jack Gaming Zone,YouTube,🔴[Genshin 6.1 Live] Durin Reveal🔥| Let&#39;s Build Flins &amp; Framing | Hindi Live | Jack Gaming #genshin,,1,513,,2025-11-23T07:29:31Z,2025-11-23T13:48:10.724972+00:00,🔴[Genshin 6.1 Live] Durin Reveal🔥| Let&#39;s Build Flins &amp; Framing | Hindi Live | Jack Gaming #genshin,UC60ZDK0GYVTCZMywFXyX41Q,
hpzpk4BtVYw,Ablem 420,YouTube,Assassins Creed Mirage Gameplay (LIVE) | PC GAMEPLAY,,2,3110,,2025-11-23T12:03:56Z,2025-11-23T13:48:10.724972+00:00,Assassins Creed Mirage Gameplay (LIVE) | PC GAMEPLAY,UCjX0IvWiVwJXqZ6NIe2GJbg,
FKG6kNQeEVE,RICHIGAMME,YouTube,F1 LIVE RACE - LAS VEGAS GP 2025 | Formula 1 Timing Commentary | F1 25 GameplayFootage,,3,360000,,2025-11-18T12:47:04Z,2025-11-23T13:48:10.724972+00:00,F1 LIVE RACE - LAS VEGAS GP 2025 | Formula 1 Timing Commentary | F1 25 GameplayFootage,UCfXauteOUcZsXpNpsifismw,
SkSlDUoRuVs,GLITCHJOD YT,YouTube,RUSH GAMEPLAY RANK PUSH🏆| BGMI Live 🔴#bgmilive #bgmi #shortsfeed #shortslive #granny #granny1 #rp,,2,18100,,2025-11-23T09:06:16Z,2025-11-23T13:48:10.724972+00:00,RUSH GAMEPLAY RANK PUSH🏆| BGMI Live 🔴#bgmilive #bgmi #shortsfeed #shortslive #granny #granny1 #rp,UCNk9pmBmFdesuUmGv-xWtaA,
wWl8_UkZVnI,ZAXISFF,YouTube,ZZAXIS  FF IS LIVE 💀 KEYBOARD AND MOUSE GAMEPLAY🔥 GUILD TEST LIVE !! #fflive #shortslive #ff #shor,,2,1130,,2025-11-23T13:00:13Z,2025-11-23T13:48:10.724972+00:00,ZZAXIS  FF IS LIVE 💀 KEYBOARD AND MOUSE GAMEPLAY🔥 GUILD TEST LIVE !! #fflive #shortslive #ff #shor,UC7N-E2A_GpDdUZCNnG4cfxQ,
